17:48:25.913415	2896:5792
17:48:25.915837	5792:8688
17:48:25.918270	8688:11584
17:48:25.920682	11584:14480
17:48:25.923114	14480:17376
17:48:25.925526	17376:20272
17:48:25.927948	20272:23168
17:48:25.930371	23168:26064
17:48:25.932793	26064:28960
17:48:25.935216	28960:31856
17:48:25.937638	31856:34752
17:48:25.940060	34752:37648
17:48:25.942483	37648:40544
17:48:25.944905	40544:43440
17:48:25.947328	43440:46336
17:48:25.949750	46336:49232
17:48:25.952172	49232:52128
17:48:25.954595	52128:55024
17:48:25.957017	55024:57920
17:48:25.959440	57920:60816
17:48:25.961862	60816:63712
17:48:25.964285	63712:66608
17:48:25.966707	66608:69504
17:48:25.969129	69504:72400
17:48:25.971552	72400:75296
17:48:25.973974	75296:78192
17:48:25.976396	78192:81088
17:48:25.978819	81088:83984
17:48:25.981241	83984:86880
17:48:25.983664	86880:89776
17:48:25.986086	89776:92672
17:48:25.988508	92672:95568
17:48:25.990931	95568:98464
17:48:25.993353	98464:101360
17:48:25.995776	101360:104256
17:48:25.998198	104256:107152
17:48:26.000620	107152:110048
17:48:26.003043	110048:112944
17:48:26.005465	112944:115840
17:48:26.007888	115840:118736
17:48:26.010310	118736:121632
17:48:26.012733	121632:124528
17:48:26.015155	124528:127424
17:48:26.017577	127424:130320
17:48:26.020003	130320:133216
17:48:26.022426	133216:136112
17:48:26.024845	136112:139008
17:48:26.027268	139008:141904
17:48:26.029702	141904:144800
17:48:26.032123	144800:147696
17:48:26.034535	147696:150592
17:48:26.036957	150592:153488
17:48:26.039380	153488:156384
17:48:26.041802	156384:159280
17:48:26.044224	159280:162176
17:48:26.046647	162176:165072
17:48:26.049069	165072:167968
17:48:26.051491	167968:170864
17:48:26.053914	170864:173760
17:48:26.056336	173760:176656
17:48:26.058759	176656:179552
17:48:26.061181	179552:182448
17:48:26.063603	182448:185344
17:48:26.066026	185344:188240
17:48:26.068448	188240:191136
17:48:26.070871	191136:194032
17:48:26.073293	194032:196928
17:48:26.075715	196928:199824
17:48:26.078138	199824:202720
17:48:26.080560	202720:205616
17:48:26.082983	205616:208512
17:48:26.085405	208512:211408
17:48:26.087828	211408:214304
17:48:26.090250	214304:217200
17:48:26.092672	217200:220096
17:48:26.095095	220096:222992
17:48:26.097517	222992:225888
17:48:26.099940	225888:228784
17:48:26.102362	228784:231680
17:48:26.104784	231680:234576
17:48:26.107207	234576:237472
17:48:26.109629	237472:240368
17:48:26.112052	240368:243264
17:48:26.114474	243264:246160
17:48:26.116896	246160:249056
17:48:26.119320	249056:251952
17:48:26.121741	251952:254848
17:48:26.124164	254848:257744
17:48:26.126586	257744:260640
17:48:26.129008	260640:263536
17:48:26.131431	263536:266432
17:48:26.133855	266432:269328
17:48:26.136276	269328:272224
17:48:26.138698	272224:275120
17:48:26.141120	275120:278016
17:48:26.143543	278016:280912
17:48:26.145965	280912:283808
17:48:26.148387	283808:286704
17:48:26.150810	286704:289600
17:48:26.153232	289600:292496
17:48:26.155655	292496:295392
17:48:26.158077	295392:298288
17:48:26.160500	298288:301184
17:48:26.162922	301184:304080
17:48:26.165347	304080:306976
17:48:26.167769	306976:309872
17:48:26.170191	309872:312768
17:48:26.172611	312768:315664
17:48:26.175033	315664:318560
17:48:26.177456	318560:321456
17:48:26.179878	321456:324352
17:48:26.182300	324352:327248
17:48:26.184723	327248:330144
17:48:26.187145	330144:333040
17:48:26.189568	333040:335936
17:48:26.191990	335936:338832
17:48:26.194413	338832:341728
17:48:26.196835	341728:344624
17:48:26.199257	344624:347520
17:48:26.201680	347520:350416
17:48:26.204102	350416:353312
17:48:26.206524	353312:356208
17:48:26.208947	356208:359104
17:48:26.211369	359104:362000
17:48:26.213792	362000:364896
17:48:26.216214	364896:367792
17:48:26.218636	367792:370688
17:48:26.221059	370688:373584
17:48:26.223481	373584:376480
17:48:26.225904	376480:379376
17:48:26.228326	379376:382272
17:48:26.230748	382272:385168
17:48:26.233171	385168:388064
17:48:26.235593	388064:390960
17:48:26.238016	390960:393856
17:48:26.240438	393856:396752
17:48:26.242860	396752:399648
17:48:26.245283	399648:402544
17:48:26.247705	402544:405440
17:48:26.250128	405440:408336
17:48:26.252612	408336:411232
17:48:26.255035	411232:414128
17:48:26.257457	414128:417024
17:48:26.259879	417024:419920
17:48:26.262302	419920:422816
17:48:26.264724	422816:425712
17:48:26.267147	425712:428608
17:48:26.269569	428608:431504
17:48:26.271992	431504:434400
17:48:26.274414	434400:437296
17:48:26.276837	437296:440192
17:48:26.279259	440192:443088
17:48:26.281681	443088:445984
17:48:26.284104	445984:448880
17:48:26.286526	448880:451776
17:48:26.288948	451776:454672
17:48:26.291371	454672:457568
17:48:26.293793	457568:460464
17:48:26.296216	460464:463360
17:48:26.298638	463360:466256
17:48:26.301061	466256:469152
17:48:26.303483	469152:472048
17:48:26.305905	472048:474944
17:48:26.308328	474944:477840
17:48:26.310750	477840:480736
17:48:26.313173	480736:483632
17:48:26.315595	483632:486528
17:48:26.318017	486528:489424
17:48:26.320440	489424:492320
17:48:26.322862	492320:495216
17:48:26.325284	495216:498112
17:48:26.327707	498112:501008
17:48:26.330130	501008:503904
17:48:26.332552	503904:506800
17:48:26.334974	506800:509696
17:48:26.337396	509696:512592
17:48:26.339819	512592:515488
17:48:26.342242	515488:518384
17:48:26.344664	518384:521280
17:48:26.347086	521280:524176
17:48:26.349508	524176:527072
17:48:26.351931	527072:529968
17:48:26.354353	529968:532864
17:48:26.356776	532864:535760
17:48:26.359198	535760:538656
17:48:26.361621	538656:541552
17:48:26.364043	541552:544448
17:48:26.366465	544448:547344
17:48:26.368888	547344:550240
17:48:26.371310	550240:553136
17:48:26.373734	553136:556032
17:48:26.376155	556032:558928
17:48:26.378578	558928:561824
17:48:26.381001	561824:564720
17:48:26.383422	564720:567616
17:48:26.385845	567616:570512
17:48:26.388268	570512:573408
17:48:26.390690	573408:576304
17:48:26.393112	576304:579200
17:48:26.395538	579200:582096
17:48:26.397958	582096:584992
17:48:26.400379	584992:587888
17:48:26.402802	587888:590784
17:48:26.405224	590784:593680
17:48:26.407646	593680:596576
17:48:26.410068	596576:599472
17:48:26.412491	599472:602368
17:48:26.414914	602368:605264
17:48:26.417336	605264:608160
17:48:26.419759	608160:611056
17:48:26.422180	611056:613952
17:48:26.424603	613952:616848
17:48:26.427025	616848:619744
17:48:26.429448	619744:622640
17:48:26.431870	622640:625536
17:48:26.434292	625536:628432
17:48:26.436715	628432:631328
17:48:26.439137	631328:634224
17:48:26.441560	634224:637120
17:48:26.443982	637120:640016
17:48:26.446404	640016:642912
17:48:26.448827	642912:645808
17:48:26.451249	645808:648704
17:48:26.453672	648704:651600
17:48:26.456094	651600:654496
17:48:26.458516	654496:657392
