17:41:19.443263	2896:5792
17:41:19.445685	5792:8688
17:41:19.448108	8688:11584
17:41:19.450530	11584:14480
17:41:19.452952	14480:17376
17:41:19.455375	17376:20272
17:41:19.457797	20272:23168
17:41:19.460220	23168:26064
17:41:19.462642	26064:28960
17:41:19.465065	28960:31856
17:41:19.467487	31856:34752
17:41:19.469909	34752:37648
17:41:19.472332	37648:40544
17:41:19.474758	40544:43440
17:41:19.477181	43440:46336
17:41:19.479602	46336:49232
17:41:19.482023	49232:52128
17:41:19.484444	52128:55024
17:41:19.486866	55024:57920
17:41:19.489288	57920:60816
17:41:19.491711	60816:63712
17:41:19.494133	63712:66608
17:41:19.496556	66608:69504
17:41:19.498978	69504:72400
17:41:19.501401	72400:75296
17:41:19.503895	75296:78192
17:41:19.506317	78192:81088
17:41:19.508740	81088:83984
17:41:19.511162	83984:86880
17:41:19.513585	86880:89776
17:41:19.516009	89776:92672
17:41:19.518430	92672:95568
17:41:19.520852	95568:98464
17:41:19.523274	98464:101360
17:41:19.525697	101360:104256
17:41:19.528119	104256:107152
17:41:19.530541	107152:110048
17:41:19.532964	110048:112944
17:41:19.535386	112944:115840
17:41:19.537809	115840:118736
17:41:19.540232	118736:121632
17:41:19.542653	121632:124528
17:41:19.545076	124528:127424
17:41:19.547498	127424:130320
17:41:19.549921	130320:133216
17:41:19.552343	133216:136112
17:41:19.554766	136112:139008
17:41:19.557188	139008:141904
17:41:19.559610	141904:144800
17:41:19.562033	144800:147696
17:41:19.564455	147696:150592
17:41:19.566877	150592:153488
17:41:19.569300	153488:156384
17:41:19.571722	156384:159280
17:41:19.574145	159280:162176
17:41:19.576567	162176:165072
17:41:19.578989	165072:167968
17:41:19.581412	167968:170864
17:41:19.583834	170864:173760
17:41:19.586257	173760:176656
17:41:19.588679	176656:179552
17:41:19.591101	179552:182448
17:41:19.593524	182448:185344
17:41:19.595946	185344:188240
17:41:19.598369	188240:191136
17:41:19.600791	191136:194032
17:41:19.603213	194032:196928
17:41:19.605636	196928:199824
17:41:19.608060	199824:202720
17:41:19.610484	202720:205616
17:41:19.612905	205616:208512
17:41:19.615325	208512:211408
17:41:19.617748	211408:214304
17:41:19.620170	214304:217200
17:41:19.622593	217200:220096
17:41:19.625015	220096:222992
17:41:19.627437	222992:225888
17:41:19.629860	225888:228784
17:41:19.632282	228784:231680
17:41:19.634705	231680:234576
17:41:19.637127	234576:237472
17:41:19.639549	237472:240368
17:41:19.641972	240368:243264
17:41:19.644394	243264:246160
17:41:19.646817	246160:249056
17:41:19.649239	249056:251952
17:41:19.651661	251952:254848
17:41:19.654084	254848:257744
17:41:19.656506	257744:260640
17:41:19.658929	260640:263536
17:41:19.661351	263536:266432
17:41:19.663773	266432:269328
17:41:19.666196	269328:272224
17:41:19.668618	272224:275120
17:41:19.671041	275120:278016
17:41:19.673463	278016:280912
17:41:19.675885	280912:283808
17:41:19.678307	283808:286704
17:41:19.680730	286704:289600
17:41:19.683152	289600:292496
17:41:19.685575	292496:295392
17:41:19.687997	295392:298288
17:41:19.690420	298288:301184
17:41:19.692842	301184:304080
17:41:19.695265	304080:306976
17:41:19.697687	306976:309872
17:41:19.700109	309872:312768
17:41:19.702532	312768:315664
17:41:19.704954	315664:318560
17:41:19.707377	318560:321456
17:41:19.709799	321456:324352
17:41:19.712221	324352:327248
17:41:19.714644	327248:330144
17:41:19.717066	330144:333040
17:41:19.719488	333040:335936
17:41:19.721911	335936:338832
17:41:19.724333	338832:341728
17:41:19.726756	341728:344624
17:41:19.729178	344624:347520
17:41:19.731600	347520:350416
17:41:19.734023	350416:353312
17:41:19.736445	353312:356208
17:41:19.738867	356208:359104
17:41:19.741290	359104:362000
17:41:19.743713	362000:364896
17:41:19.746135	364896:367792
17:41:19.748557	367792:370688
17:41:19.750980	370688:373584
17:41:19.753402	373584:376480
17:41:19.755825	376480:379376
17:41:19.758247	379376:382272
17:41:19.760669	382272:385168
17:41:19.763092	385168:388064
17:41:19.765514	388064:390960
17:41:19.767936	390960:393856
17:41:19.770359	393856:396752
17:41:19.772781	396752:399648
17:41:19.775204	399648:402544
17:41:19.777626	402544:405440
17:41:19.780048	405440:408336
17:41:19.782471	408336:411232
17:41:19.784893	411232:414128
17:41:19.787316	414128:417024
17:41:19.789738	417024:419920
17:41:19.792161	419920:422816
17:41:19.794583	422816:425712
17:41:19.797005	425712:428608
17:41:19.799428	428608:431504
17:41:19.801850	431504:434400
17:41:19.804273	434400:437296
17:41:19.806695	437296:440192
17:41:19.809117	440192:443088
17:41:19.811540	443088:445984
17:41:19.813962	445984:448880
17:41:19.816384	448880:451776
17:41:19.818807	451776:454672
17:41:19.821229	454672:457568
17:41:19.823652	457568:460464
17:41:19.826074	460464:463360
17:41:19.828497	463360:466256
17:41:19.830919	466256:469152
17:41:19.833341	469152:472048
17:41:19.835764	472048:474944
17:41:19.838186	474944:477840
17:41:19.840609	477840:480736
17:41:19.843031	480736:483632
17:41:19.845453	483632:486528
17:41:19.847876	486528:489424
17:41:19.850298	489424:492320
17:41:19.852720	492320:495216
17:41:19.855143	495216:498112
17:41:19.857565	498112:501008
17:41:19.859988	501008:503904
17:41:19.862410	503904:506800
17:41:19.864832	506800:509696
17:41:19.867255	509696:512592
17:41:19.869677	512592:515488
17:41:19.872100	515488:518384
17:41:19.874522	518384:521280
17:41:19.876944	521280:524176
17:41:19.879367	524176:527072
17:41:19.881789	527072:529968
17:41:19.884212	529968:532864
17:41:19.886634	532864:535760
17:41:19.889057	535760:538656
17:41:19.891479	538656:541552
