18:04:48.355068	4344:8688
18:04:48.359608	8688:13032
18:04:48.364150	13032:17376
18:04:48.368693	17376:21720
18:04:48.373235	21720:26064
18:04:48.377776	26064:28960
18:04:48.380805	28960:31856
18:04:48.383832	31856:34752
18:04:48.386860	34752:37648
18:04:48.389888	37648:40544
18:04:48.392916	40544:43440
18:04:48.395947	43440:46336
18:04:48.398973	46336:49232
18:04:48.402001	49232:52128
18:04:48.405028	52128:55024
18:04:48.408057	55024:57920
18:04:48.411087	57920:60816
18:04:48.414116	60816:63712
18:04:48.417142	63712:66608
18:04:48.420601	66608:69504
18:04:48.424062	69504:72400
18:04:48.427522	72400:75296
18:04:48.430983	75296:78192
18:04:48.434447	78192:81088
18:04:48.437911	81088:83984
18:04:48.441365	83984:86880
18:04:48.444825	86880:89776
18:04:48.448285	89776:92672
18:04:48.451746	92672:95568
18:04:48.455206	95568:98464
18:04:48.458667	98464:101360
18:04:48.462127	101360:104256
18:04:48.465588	104256:107152
18:04:48.469048	107152:110048
18:04:48.472509	110048:112944
18:04:48.475970	112944:115840
18:04:48.479432	115840:118736
18:04:48.482893	118736:121632
18:04:48.486353	121632:124528
18:04:48.489812	124528:127424
18:04:48.493274	127424:130320
18:04:48.496735	130320:133216
18:04:48.500195	133216:136112
18:04:48.503654	136112:139008
18:04:48.507115	139008:141904
18:04:48.510575	141904:144800
18:04:48.514036	144800:147696
18:04:48.517502	147696:150592
18:04:48.520960	150592:153488
18:04:48.524994	153488:156384
18:04:48.529032	156384:159280
18:04:48.533069	159280:162176
18:04:48.537107	162176:165072
18:04:48.541144	165072:167968
18:04:48.545181	167968:170864
18:04:48.549218	170864:173760
18:04:48.553255	173760:176656
18:04:48.557293	176656:179552
18:04:48.561333	179552:182448
18:04:48.565368	182448:185344
18:04:48.569509	185344:188240
18:04:48.573546	188240:191136
18:04:48.577584	191136:194032
18:04:48.581621	194032:196928
18:04:48.585658	196928:199824
18:04:48.589696	199824:202720
18:04:48.593733	202720:205616
18:04:48.597770	205616:208512
18:04:48.601808	208512:211408
18:04:48.605845	211408:214304
18:04:48.609882	214304:217200
18:04:48.613922	217200:220096
18:04:48.617958	220096:222992
18:04:48.621999	222992:225888
18:04:48.626034	225888:228784
18:04:48.630888	228784:231680
18:04:48.635723	231680:234576
18:04:48.640577	234576:237472
18:04:48.645412	237472:240368
18:04:48.650257	240368:243264
18:04:48.655101	243264:246160
18:04:48.659946	246160:249056
18:04:48.664791	249056:251952
18:04:48.669635	251952:254848
18:04:48.674480	254848:257744
18:04:48.679325	257744:260640
18:04:48.684170	260640:263536
18:04:48.689015	263536:266432
18:04:48.693860	266432:269328
18:04:48.698704	269328:272224
18:04:48.703549	272224:275120
18:04:48.708394	275120:278016
18:04:48.713243	278016:280912
18:04:48.718084	280912:283808
18:04:48.722928	283808:286704
18:04:48.727776	286704:289600
18:04:48.732619	289600:292496
18:04:48.738673	292496:295392
18:04:48.744729	295392:298288
18:04:48.750785	298288:301184
18:04:48.756841	301184:304080
18:04:48.762898	304080:306976
18:04:48.768953	306976:309872
18:04:48.775009	309872:312768
18:04:48.781065	312768:315664
18:04:48.787121	315664:318560
18:04:48.793177	318560:321456
18:04:48.799233	321456:324352
18:04:48.805289	324352:327248
18:04:48.811345	327248:330144
18:04:48.817401	330144:333040
18:04:48.823457	333040:335936
18:04:48.829513	335936:338832
18:04:48.835572	338832:341728
18:04:48.843644	341728:344624
18:04:48.851719	344624:347520
18:04:48.859794	347520:350416
18:04:48.867868	350416:353312
18:04:48.875943	353312:356208
18:04:48.884017	356208:359104
18:04:48.892092	359104:362000
18:04:48.900166	362000:364896
18:04:48.908241	364896:367792
18:04:48.916316	367792:370688
18:04:48.924395	370688:373584
18:04:48.932469	373584:376480
18:04:48.940544	376480:379376
18:04:48.952655	379376:382272
18:04:48.964764	382272:385168
18:04:48.976876	385168:388064
18:04:48.988988	388064:390960
18:04:49.001100	390960:393856
18:04:49.013212	393856:396752
18:04:49.025324	396752:399648
18:04:49.037438	399648:402544
18:04:49.049550	402544:405440
18:04:49.073774	405440:408336
18:04:49.097997	408336:411232
18:04:49.122220	411232:414128
18:04:49.146448	414128:417024
18:04:49.158917	417024:419920
18:04:49.171029	419920:422816
18:04:49.183141	422816:425712
18:04:49.195253	425712:428608
18:04:49.207365	428608:431504
18:04:49.219477	431504:434400
18:04:49.231589	434400:437296
18:04:49.243701	437296:440192
18:04:49.255816	440192:443088
18:04:49.263887	443088:445984
18:04:49.271962	445984:448880
18:04:49.280037	448880:451776
18:04:49.288112	451776:454672
18:04:49.296186	454672:457568
18:04:49.304260	457568:460464
18:04:49.312335	460464:463360
18:04:49.320410	463360:466256
18:04:49.328485	466256:469152
18:04:49.336560	469152:472048
18:04:49.344634	472048:474944
18:04:49.352712	474944:477840
18:04:49.360784	477840:480736
18:04:49.366840	480736:483632
18:04:49.372895	483632:486528
18:04:49.378951	486528:489424
18:04:49.385007	489424:492320
18:04:49.391063	492320:495216
18:04:49.397119	495216:498112
18:04:49.403175	498112:501008
18:04:49.409232	501008:503904
18:04:49.415287	503904:506800
18:04:49.421343	506800:509696
18:04:49.427399	509696:512592
18:04:49.433455	512592:515488
18:04:49.439511	515488:518384
18:04:49.445569	518384:521280
18:04:49.451624	521280:524176
18:04:49.457681	524176:527072
18:04:49.463736	527072:529968
18:04:49.468580	529968:532864
18:04:49.473425	532864:535760
18:04:49.478270	535760:538656
18:04:49.483114	538656:541552
18:04:49.487960	541552:544448
18:04:49.492806	544448:547344
18:04:49.497649	547344:550240
18:04:49.502494	550240:553136
18:04:49.507338	553136:556032
18:04:49.512183	556032:558928
18:04:49.517028	558928:561824
18:04:49.521873	561824:564720
18:04:49.526718	564720:567616
18:04:49.531562	567616:570512
18:04:49.536407	570512:573408
18:04:49.541252	573408:576304
18:04:49.546099	576304:579200
18:04:49.550942	579200:582096
18:04:49.555788	582096:584992
18:04:49.560636	584992:587888
18:04:49.565478	587888:590784
18:04:49.569514	590784:593680
18:04:49.573551	593680:596576
18:04:49.577588	596576:599472
18:04:49.581625	599472:602368
18:04:49.585663	602368:605264
18:04:49.589700	605264:608160
18:04:49.593737	608160:611056
18:04:49.597776	611056:613952
18:04:49.601813	613952:616848
18:04:49.605849	616848:619744
18:04:49.610100	619744:622640
18:04:49.614137	622640:625536
18:04:49.618175	625536:628432
18:04:49.622212	628432:631328
18:04:49.626249	631328:634224
18:04:49.630287	634224:637120
18:04:49.634324	637120:640016
18:04:49.638361	640016:642912
18:04:49.642399	642912:645808
18:04:49.646436	645808:648704
18:04:49.650474	648704:651600
18:04:49.654511	651600:654496
18:04:49.658548	654496:657392
18:04:49.662588	657392:660288
18:04:49.666626	660288:663184
18:04:49.670661	663184:666080
18:04:49.674121	666080:668976
18:04:49.677581	668976:671872
18:04:49.681042	671872:674768
18:04:49.684502	674768:677664
18:04:49.687964	677664:680560
18:04:49.691423	680560:683456
18:04:49.694884	683456:686352
18:04:49.698345	686352:689248
18:04:49.701805	689248:692144
18:04:49.705266	692144:695040
18:04:49.708726	695040:697936
18:04:49.712187	697936:700832
18:04:49.715648	700832:703728
18:04:49.719108	703728:706624
18:04:49.722569	706624:709520
18:04:49.726029	709520:712416
18:04:49.729490	712416:715312
18:04:49.732950	715312:718208
18:04:49.736411	718208:721104
18:04:49.739871	721104:724000
18:04:49.743332	724000:726896
18:04:49.746792	726896:729792
18:04:49.750253	729792:732688
18:04:49.753714	732688:735584
18:04:49.757174	735584:738480
18:04:49.760635	738480:741376
18:04:49.764095	741376:744272
18:04:49.767558	744272:747168
18:04:49.771019	747168:750064
18:04:49.774478	750064:752960
18:04:49.777505	752960:755856
18:04:49.780533	755856:758752
18:04:49.783561	758752:761648
18:04:49.786589	761648:764544
18:04:49.789617	764544:767440
18:04:49.792645	767440:770336
18:04:49.795673	770336:773232
18:04:49.798701	773232:776128
18:04:49.801729	776128:779024
18:04:49.804759	779024:781920
18:04:49.807786	781920:784816
18:04:49.810816	784816:787712
18:04:49.813841	787712:790608
18:04:49.816869	790608:793504
18:04:49.819897	793504:796400
18:04:49.822925	796400:799296
18:04:49.825953	799296:802192
18:04:49.828981	802192:805088
