17:53:34.668756	2896:5792
17:53:34.671175	5792:8688
17:53:34.673597	8688:11584
17:53:34.676019	11584:14480
17:53:34.678442	14480:17376
17:53:34.680865	17376:20272
17:53:34.683289	20272:23168
17:53:34.685711	23168:26064
17:53:34.688133	26064:28960
17:53:34.690558	28960:31856
17:53:34.692979	31856:34752
17:53:34.695399	34752:37648
17:53:34.697821	37648:40544
17:53:34.700243	40544:43440
17:53:34.702666	43440:46336
17:53:34.705089	46336:49232
17:53:34.707511	49232:52128
17:53:34.709933	52128:55024
17:53:34.712355	55024:57920
17:53:34.714778	57920:60816
17:53:34.717200	60816:63712
17:53:34.719622	63712:66608
17:53:34.722045	66608:69504
17:53:34.724467	69504:72400
17:53:34.726893	72400:75296
17:53:34.729313	75296:78192
17:53:34.731735	78192:81088
17:53:34.734159	81088:83984
17:53:34.736582	83984:86880
17:53:34.739177	86880:89776
17:53:34.741425	89776:92672
17:53:34.743847	92672:95568
17:53:34.746269	95568:98464
17:53:34.748693	98464:101360
17:53:34.751114	101360:104256
17:53:34.753536	104256:107152
17:53:34.755959	107152:110048
17:53:34.758381	110048:112944
17:53:34.760804	112944:115840
17:53:34.763226	115840:118736
17:53:34.765649	118736:121632
17:53:34.768071	121632:124528
17:53:34.770493	124528:127424
17:53:34.772915	127424:130320
17:53:34.775338	130320:133216
17:53:34.777760	133216:136112
17:53:34.780182	136112:139008
17:53:34.782605	139008:141904
17:53:34.785028	141904:144800
17:53:34.787450	144800:147696
17:53:34.789873	147696:150592
17:53:34.792294	150592:153488
17:53:34.794721	153488:156384
17:53:34.797142	156384:159280
17:53:34.799563	159280:162176
17:53:34.801984	162176:165072
17:53:34.804406	165072:167968
17:53:34.806829	167968:170864
17:53:34.809251	170864:173760
17:53:34.811674	173760:176656
17:53:34.814097	176656:179552
17:53:34.816519	179552:182448
17:53:34.818941	182448:185344
17:53:34.821363	185344:188240
17:53:34.823786	188240:191136
17:53:34.826209	191136:194032
17:53:34.828631	194032:196928
17:53:34.831053	196928:199824
17:53:34.833475	199824:202720
17:53:34.835898	202720:205616
17:53:34.838320	205616:208512
17:53:34.840742	208512:211408
17:53:34.843165	211408:214304
17:53:34.845587	214304:217200
17:53:34.848009	217200:220096
17:53:34.850432	220096:222992
17:53:34.852855	222992:225888
17:53:34.855277	225888:228784
17:53:34.857699	228784:231680
17:53:34.860125	231680:234576
17:53:34.862545	234576:237472
17:53:34.864967	237472:240368
17:53:34.867389	240368:243264
